EmployeeId,Date,Reason
E-00496,2020-07-21,Article 188
E-00496,2020-11-27,Study
E-00496,2020-11-30,Compassionate
E-00496,2021-03-17,Childcare
E-00496,2021-08-03,Other Special
E-00496,2021-08-16,Article 188
E-00496,2021-09-10,Compassionate
E-00496,2021-12-17,Flexible Personal Leave
E-00496,2022-04-28,SEGRO Paid Parental
E-00496,2022-06-30,Article 188
E-00496,2022-07-15,Emergency
E-00496,2022-07-28,Paternity
E-00496,2022-08-30,Article 188
E-00496,2022-09-12,Fertility Support
E-00496,2022-11-04,Study
E-00496,2022-11-21,Flexible Personal Leave
E-00496,2023-01-02,Maternity
E-00496,2023-01-13,Emergency
E-00496,2023-05-18,Article 188
E-00496,2023-06-29,Flexible Personal Leave
E-00496,2024-01-17,Article 188
E-00496,2024-02-06,Compassionate
E-00496,2024-06-26,Maternity
E-00496,2024-07-12,Kit Day
E-00496,2024-08-05,Loyalty
E-00496,2024-11-26,Moving Day
E-00496,2024-12-06,Emergency
E-00496,2024-12-18,Emergency
E-00496,2025-01-13,Loyalty
E-00496,2025-03-13,Compassionate
E-00497,2012-08-23,Emergency
E-00497,2013-08-26,Emergency
E-00497,2014-06-17,Kit Day
E-00497,2014-06-20,Parental
E-00497,2014-09-16,Flexible Personal Leave
E-00497,2014-12-08,Study
E-00497,2015-03-27,Emergency
E-00497,2015-11-25,Compassionate
E-00497,2016-01-14,Loyalty
E-00497,2016-08-12,SEGRO Paid Parental
E-00497,2017-06-01,SEGRO Paid Parental
E-00497,2017-09-01,Maternity
E-00498,2023-04-28,Maternity
E-00498,2023-05-03,Time off in Lieu
E-00498,2023-05-08,Kit Day
E-00498,2023-05-26,Sickness
E-00498,2023-06-06,Loyalty
E-00498,2023-06-20,Sickness
E-00498,2023-08-11,Flexible Personal Leave
E-00498,2023-08-18,Parental
E-00498,2023-09-13,Compassionate
E-00498,2023-09-19,Compassionate
E-00498,2023-10-04,Other Special
E-00498,2023-10-09,Parental
E-00498,2023-11-01,SEGRO Paid Paternity
E-00498,2023-12-14,Parental
E-00498,2024-01-30,Paternity
E-00498,2024-02-07,Study
E-00498,2024-02-08,Dependants
E-00498,2024-02-27,Article 188
E-00498,2024-02-29,Moving Day
E-00498,2024-04-02,Study
E-00498,2024-05-02,Maternity
E-00498,2024-05-13,Parental
E-00498,2024-05-22,Study
E-00498,2024-07-23,Maternity
E-00498,2024-08-13,Article 188
E-00498,2024-08-30,Study
E-00498,2024-10-04,Flexible Personal Leave
E-00498,2024-10-11,Sickness
E-00498,2024-10-29,Emergency
E-00498,2024-11-07,Flexible Personal Leave
E-00498,2024-11-19,Emergency
E-00498,2024-12-09,Time off in Lieu
E-00498,2024-12-20,Emergency
E-00498,2025-01-01,Dependants
E-00498,2025-01-07,Dependants
E-00498,2025-03-06,Unpaid
E-00498,2025-03-14,Dependants
E-00498,2025-04-07,Unpaid
E-00498,2025-05-09,Parental
E-00499,2013-11-11,Compassionate
E-00499,2013-12-13,Compassionate
E-00499,2013-12-17,Other Special
E-00499,2013-12-18,Sickness
E-00499,2013-12-31,Parental
E-00499,2014-01-16,Unpaid
E-00499,2014-03-21,Article 188
E-00499,2014-04-03,Childcare
E-00499,2014-04-04,Paternity
E-00499,2014-04-24,Article 188
E-00499,2014-05-06,Sickness
E-00499,2014-08-08,Fertility Support
E-00499,2014-08-20,Study
E-00499,2014-08-21,Parental
E-00499,2014-10-13,Article 188
E-00499,2014-11-20,Compassionate
E-00499,2014-11-25,Parental
E-00499,2014-12-01,Unpaid
E-00499,2015-01-07,Time off in Lieu
E-00499,2015-01-28,Article 188
E-00499,2015-09-01,Compassionate
E-00499,2015-09-16,Emergency
E-00499,2015-10-19,Flexible Personal Leave
E-00499,2015-11-13,Compassionate
E-00499,2015-12-08,Dependants
E-00499,2015-12-11,Moving Day
E-00499,2016-01-01,Kit Day
E-00499,2016-01-05,Other Special
E-00499,2016-02-24,Moving Day
E-00499,2016-03-10,Article 188
E-00499,2016-05-05,Emergency
E-00499,2016-05-24,Flexible Personal Leave
E-00499,2016-06-08,Other Special
E-00499,2016-07-07,Fertility Support
E-00499,2016-08-17,Loyalty
E-00499,2016-08-25,Flexible Personal Leave
E-00499,2016-09-05,Article 188
E-00499,2016-09-28,Kit Day
E-00499,2016-12-13,Emergency
E-00499,2017-01-09,Sickness
E-00499,2017-01-11,Fertility Support
E-00499,2017-01-25,Parental
E-00499,2017-01-31,Article 188
E-00499,2017-04-14,Fertility Support
E-00499,2017-05-10,Ex-Festività
E-00499,2017-06-09,Fertility Support
E-00499,2017-06-13,Time off in Lieu
E-00499,2017-06-19,Article 188
E-00499,2017-06-20,Study
E-00499,2017-06-26,Unpaid
E-00499,2017-07-14,Childcare
E-00499,2017-09-25,Study
E-00499,2017-10-13,SEGRO Paid Paternity
E-00499,2017-10-31,Emergency
E-00499,2017-11-07,Parental
E-00499,2017-12-18,Article 188
E-00499,2018-04-05,Fertility Support
E-00499,2018-04-25,Paternity
E-00499,2018-06-01,Article 188
E-00499,2018-06-25,Kit Day
E-00499,2018-08-23,Fertility Support
E-00499,2018-08-27,SEGRO Paid Parental
E-00499,2018-09-25,Study
E-00499,2018-10-03,Flexible Personal Leave
E-00499,2018-10-18,Article 188
E-00499,2018-11-05,Compassionate
E-00499,2018-11-09,Paternity
E-00499,2018-12-06,SEGRO Paid Parental
E-00499,2018-12-27,Sickness
E-00499,2018-12-31,Emergency
E-00499,2019-01-18,Parental
E-00499,2019-01-22,Loyalty
E-00499,2019-03-11,SEGRO Paid Paternity
E-00499,2019-03-19,Other Special
E-00499,2019-03-25,Compassionate
E-00499,2019-04-02,Moving Day
E-00499,2019-04-16,Compassionate
E-00499,2019-06-13,Compassionate
E-00499,2019-06-28,Emergency
E-00499,2019-07-02,Compassionate
E-00499,2019-07-04,Emergency
E-00499,2019-07-19,SEGRO Paid Parental
E-00499,2019-09-27,Emergency
E-00499,2019-10-04,Paternity
E-00499,2019-10-08,Dependants
E-00499,2019-10-14,Parental
E-00499,2019-10-22,Loyalty
E-00499,2019-11-04,Sickness
E-00499,2019-11-25,Compassionate
E-00499,2019-12-06,Article 188
E-00499,2020-01-27,Flexible Personal Leave
E-00499,2020-02-04,Kit Day
E-00499,2020-02-19,Article 188
E-00499,2020-03-12,Flexible Personal Leave
E-00499,2020-03-20,Compassionate
E-00499,2020-03-24,SEGRO Paid Paternity
E-00499,2020-04-02,Study
E-00499,2020-04-15,Other Special
E-00499,2020-04-29,SEGRO Paid Parental
E-00499,2020-05-06,Article 188
E-00499,2020-05-27,Article 188
E-00499,2020-07-16,Moving Day
E-00499,2020-09-07,Maternity
E-00499,2020-09-14,Other Special
E-00499,2020-12-31,Flexible Personal Leave
E-00499,2021-01-21,Kit Day
E-00499,2021-02-09,Loyalty
E-00499,2021-02-16,Moving Day
E-00499,2021-02-26,Sickness
E-00499,2021-03-24,Article 188
E-00499,2021-03-29,Time off in Lieu
E-00499,2021-03-30,Compassionate
E-00499,2021-04-09,Emergency
E-00499,2021-04-12,Moving Day
E-00499,2021-04-28,Sickness
E-00499,2021-05-12,Loyalty
E-00499,2021-06-07,Sickness
E-00499,2021-06-23,Fertility Support
E-00499,2021-07-19,Fertility Support
E-00499,2021-07-22,Dependants
E-00499,2021-10-19,Fertility Support
E-00499,2021-10-29,Kit Day
E-00499,2021-11-05,Time off in Lieu
E-00499,2021-11-22,Emergency
E-00499,2021-12-27,Fertility Support
E-00499,2021-12-29,Other Special
E-00499,2022-02-02,Compassionate
E-00499,2022-03-09,Loyalty
E-00499,2022-06-09,Paternity
E-00499,2022-06-21,Flexible Personal Leave
E-00499,2022-06-28,Paternity
E-00499,2022-09-21,Maternity
E-00499,2022-10-11,Compassionate
E-00499,2022-10-17,Parental
E-00499,2022-11-30,Emergency
E-00499,2023-01-03,SEGRO Paid Paternity
E-00499,2023-01-17,Compassionate
E-00499,2023-02-06,Unpaid
E-00499,2023-03-13,Sickness
E-00499,2023-05-30,Article 188
E-00499,2023-06-07,Kit Day
E-00499,2023-08-15,Kit Day
E-00499,2023-09-26,Emergency
E-00499,2023-11-15,Time off in Lieu
E-00499,2024-02-06,Parental
E-00499,2024-02-09,Kit Day
E-00499,2024-02-12,SEGRO Paid Paternity
E-00499,2024-03-04,Moving Day
E-00499,2024-03-13,Sickness
E-00499,2024-06-04,Moving Day
E-00499,2024-06-17,Emergency
E-00499,2024-08-21,Maternity
E-00499,2024-08-30,Emergency
E-00499,2024-09-05,Emergency
E-00499,2024-09-10,Emergency
E-00499,2024-09-13,Other Special
E-00499,2024-10-17,Childcare
E-00499,2024-11-05,Paternity
E-00499,2024-11-06,Sickness
E-00499,2024-12-11,Ex-Festività
E-00499,2024-12-17,Sickness
E-00499,2024-12-25,Moving Day
E-00499,2025-01-14,Article 188
E-00499,2025-01-16,Kit Day
E-00499,2025-01-29,Emergency
E-00499,2025-02-24,Kit Day
E-00499,2025-02-25,Parental
E-00499,2025-02-27,Emergency
E-00499,2025-02-28,Article 188
E-00499,2025-04-14,Sickness
E-00500,2022-05-05,Paternity
E-00500,2022-05-24,Emergency
E-00500,2022-05-26,Kit Day
E-00500,2022-06-21,Sickness
E-00500,2022-07-04,Flexible Personal Leave
E-00500,2022-07-20,Paternity
E-00500,2022-07-25,SEGRO Paid Paternity
E-00500,2022-07-27,Loyalty
E-00500,2022-09-22,Moving Day
E-00500,2022-10-17,Flexible Personal Leave
E-00500,2022-10-21,Other Special
E-00500,2022-10-28,Kit Day
E-00500,2022-11-01,Sickness
E-00500,2022-11-08,Moving Day
E-00500,2022-11-15,Flexible Personal Leave
E-00500,2022-11-23,Emergency
E-00500,2022-11-30,Study
E-00500,2022-12-07,Study
E-00500,2022-12-20,Unpaid
E-00500,2022-12-28,Article 188
E-00500,2023-01-13,Study
E-00500,2023-01-20,Kit Day
E-00500,2023-01-25,Article 188
E-00500,2023-01-30,Fertility Support
E-00500,2023-02-07,Compassionate
E-00500,2023-02-20,Fertility Support
E-00500,2023-03-16,Loyalty
E-00500,2023-04-12,Maternity
E-00500,2023-04-14,Other Special
E-00500,2023-04-17,Unpaid
E-00500,2023-04-19,Study
E-00500,2023-04-24,Moving Day
E-00500,2023-05-12,Maternity
E-00500,2023-05-25,Moving Day
E-00500,2023-05-31,Other Special
E-00500,2023-06-05,Compassionate
E-00500,2023-07-31,Sickness
E-00500,2023-08-17,Other Special
E-00500,2023-09-01,Loyalty
E-00500,2023-09-14,Moving Day
E-00500,2023-09-19,Dependants
E-00500,2023-10-09,Flexible Personal Leave
E-00500,2023-10-13,SEGRO Paid Paternity
E-00500,2023-11-09,Emergency
E-00500,2023-11-16,Other Special
E-00500,2024-01-03,Dependants
E-00500,2024-01-11,Kit Day
E-00500,2024-01-12,Emergency
E-00500,2024-02-20,Parental
E-00500,2024-03-21,Compassionate
E-00500,2024-03-27,Moving Day
E-00500,2024-04-09,Unpaid
E-00500,2024-04-23,Fertility Support
E-00500,2024-05-15,Other Special
E-00500,2024-05-16,Paternity
E-00500,2024-06-10,Parental
E-00500,2024-06-17,SEGRO Paid Parental
E-00500,2024-06-18,Dependants
E-00500,2024-07-25,Compassionate
E-00500,2024-08-12,SEGRO Paid Paternity
E-00500,2024-09-03,Flexible Personal Leave
E-00500,2024-09-20,Other Special
E-00500,2024-10-08,SEGRO Paid Parental
E-00500,2024-10-18,Emergency
E-00500,2024-12-03,Compassionate
E-00500,2024-12-16,Maternity
E-00500,2024-12-30,Dependants
E-00500,2025-01-20,Parental
E-00500,2025-02-05,Article 188
E-00500,2025-03-07,Time off in Lieu
E-00500,2025-04-09,Time off in Lieu
E-00500,2025-05-20,Fertility Support
E-00501,2021-01-19,Flexible Personal Leave
E-00501,2021-06-02,SEGRO Paid Parental
E-00501,2021-07-12,Childcare
E-00501,2021-08-20,Paternity
E-00501,2021-09-14,Compassionate
E-00501,2021-10-21,SEGRO Paid Parental
E-00501,2021-12-07,Maternity
E-00501,2022-01-10,Emergency
E-00501,2022-02-11,Sickness
E-00501,2022-04-08,Emergency
E-00501,2022-06-10,Article 188
E-00501,2022-09-23,SEGRO Paid Parental
E-00501,2022-12-26,Article 188
E-00501,2022-12-30,Moving Day
E-00501,2023-03-01,Maternity
E-00501,2023-03-21,Loyalty
E-00501,2023-04-04,Maternity
E-00501,2023-07-26,Compassionate
E-00501,2023-08-23,Article 188
E-00501,2023-09-29,Flexible Personal Leave
E-00501,2023-12-21,Parental
E-00501,2024-03-08,Flexible Personal Leave
E-00501,2024-04-15,Kit Day
E-00501,2024-04-17,Parental
E-00501,2024-08-05,Article 188
E-00501,2025-04-15,Unpaid
E-00501,2025-05-26,Parental
E-00502,1991-05-21,Maternity
E-00502,1991-05-22,Fertility Support
E-00502,1991-06-17,Article 188
E-00502,1991-06-25,Compassionate
E-00502,1991-07-18,Paternity
E-00502,1991-07-25,Maternity
E-00502,1991-08-26,Moving Day
E-00502,1991-10-24,Loyalty
E-00502,1991-12-16,Dependants
E-00502,1992-01-16,Moving Day
E-00502,1992-01-31,SEGRO Paid Paternity
E-00502,1992-02-12,Kit Day
E-00502,1992-03-05,Study
E-00502,1992-03-13,Fertility Support
E-00502,1992-04-27,Sickness
E-00502,1992-05-29,Compassionate
E-00502,1992-06-22,Sickness
E-00502,1992-06-30,Unpaid
E-00502,1992-07-01,Childcare
E-00502,1992-07-20,Ex-Festività
E-00502,1992-08-24,Fertility Support
E-00502,1992-09-29,Fertility Support
E-00502,1992-11-05,Ex-Festività
E-00502,1992-11-11,Paternity
E-00502,1992-11-27,Childcare
E-00502,1992-12-01,Loyalty
E-00502,1992-12-21,Kit Day
E-00502,1993-01-22,Moving Day
E-00502,1993-04-14,SEGRO Paid Parental
E-00502,1993-06-01,Kit Day
E-00502,1993-06-22,Study
E-00502,1993-08-02,Fertility Support
E-00502,1993-08-30,Loyalty
E-00502,1993-09-17,Study
E-00502,1993-12-07,Other Special
E-00502,1994-01-13,SEGRO Paid Paternity
E-00502,1994-03-28,Fertility Support
E-00502,1994-05-27,Unpaid
E-00502,1994-06-21,Fertility Support
E-00502,1994-06-28,Kit Day
E-00502,1994-07-28,Other Special
E-00502,1994-08-12,Compassionate
E-00502,1994-08-24,Childcare
E-00502,1994-09-02,Moving Day
E-00502,1994-09-15,Maternity
E-00502,1994-09-23,SEGRO Paid Paternity
E-00502,1994-10-07,Compassionate
E-00502,1994-11-04,Loyalty
E-00502,1994-11-14,Article 188
E-00502,1994-11-21,Sickness
E-00502,1994-11-23,Sickness
E-00502,1994-12-01,Article 188
E-00502,1995-01-18,Parental
E-00502,1995-01-24,Article 188
E-00502,1995-02-07,Article 188
E-00502,1995-02-20,Flexible Personal Leave
E-00502,1995-03-07,Moving Day
E-00502,1995-04-04,Childcare
E-00502,1995-04-14,Flexible Personal Leave
E-00502,1995-05-23,Compassionate
E-00502,1995-06-08,Loyalty
E-00502,1995-06-13,Study
E-00502,1995-08-09,Other Special
E-00502,1995-08-31,Loyalty
E-00502,1995-09-15,Paternity
E-00502,1995-10-27,Article 188
E-00502,1995-11-13,Loyalty
E-00502,1995-12-14,Parental
E-00502,1995-12-28,Kit Day
E-00502,1996-01-10,Paternity
E-00502,1996-01-11,Moving Day
E-00502,1996-01-22,Parental
E-00502,1996-05-20,Emergency
E-00502,1996-07-02,SEGRO Paid Paternity
E-00502,1996-07-18,Flexible Personal Leave
E-00502,1996-07-25,Fertility Support
E-00502,1996-08-05,Dependants
E-00502,1996-09-18,Fertility Support
E-00502,1996-10-01,Kit Day
E-00502,1996-10-29,Moving Day
E-00502,1996-11-05,Emergency
E-00502,1996-12-18,Flexible Personal Leave
E-00502,1996-12-26,SEGRO Paid Parental
E-00502,1996-12-30,Flexible Personal Leave
E-00502,1997-01-03,Compassionate
E-00502,1997-04-01,Ex-Festività
E-00502,1997-04-10,Parental
E-00502,1997-05-27,Ex-Festività
E-00502,1997-07-15,Loyalty
E-00502,1997-07-25,Moving Day
E-00502,1997-08-08,Study
E-00502,1997-08-19,Emergency
E-00502,1997-08-27,Kit Day
E-00502,1997-09-04,Compassionate
E-00502,1997-09-22,Article 188
E-00502,1997-09-26,Kit Day
E-00502,1997-11-03,Paternity
E-00502,1997-11-27,Dependants
E-00502,1997-11-28,Moving Day
E-00502,1998-01-08,Parental
E-00502,1998-01-13,Kit Day
E-00502,1998-03-06,SEGRO Paid Parental
E-00502,1998-03-09,Article 188
E-00502,1998-04-17,Compassionate
E-00502,1998-04-20,Kit Day
E-00502,1998-05-06,Paternity
E-00502,1998-05-25,SEGRO Paid Parental
E-00502,1998-07-01,Paternity
E-00502,1998-07-31,Dependants
E-00502,1998-10-06,Time off in Lieu
E-00502,1999-01-11,Loyalty
E-00502,1999-03-03,Time off in Lieu
E-00502,1999-03-17,SEGRO Paid Parental
E-00502,1999-04-13,Moving Day
E-00502,1999-04-23,Paternity
E-00502,1999-07-05,Compassionate
E-00502,1999-08-17,Article 188
E-00502,1999-09-14,Compassionate
E-00502,1999-10-11,Unpaid
E-00502,1999-10-13,Article 188
E-00502,1999-10-25,Study
E-00502,1999-11-12,Emergency
E-00502,1999-11-15,Sickness
E-00502,1999-12-23,Other Special
E-00502,2000-01-03,Dependants
E-00502,2000-01-06,Emergency
E-00502,2000-01-28,Compassionate
E-00502,2000-02-28,Paternity
E-00502,2000-04-24,Time off in Lieu
E-00502,2000-05-12,Emergency
E-00502,2000-06-20,Maternity
E-00502,2000-07-14,Maternity
E-00502,2000-08-17,Loyalty
E-00502,2000-08-18,Parental
E-00502,2000-08-31,Fertility Support
E-00502,2000-11-14,Dependants
E-00502,2001-01-10,Article 188
E-00502,2001-02-07,Article 188
E-00502,2001-03-09,Sickness
E-00502,2001-04-03,Loyalty
E-00502,2001-04-25,Parental
E-00502,2001-05-04,Fertility Support
E-00502,2001-05-08,Compassionate
E-00502,2001-06-11,Time off in Lieu
E-00502,2001-06-25,Kit Day
E-00502,2001-07-02,Emergency
E-00502,2001-07-13,Emergency
E-00502,2001-07-30,Emergency
E-00502,2001-09-03,Sickness
E-00502,2001-10-03,Study
E-00502,2001-10-09,Parental
E-00502,2001-10-12,Fertility Support
E-00502,2001-10-30,Maternity
E-00502,2001-11-15,Flexible Personal Leave
E-00502,2001-11-22,Kit Day
E-00502,2001-12-26,Sickness
E-00502,2001-12-28,Moving Day
E-00502,2002-02-07,Compassionate
E-00502,2002-04-12,Sickness
E-00502,2002-04-19,Article 188
E-00502,2002-05-02,Other Special
E-00502,2002-05-06,Emergency
E-00502,2002-06-07,Flexible Personal Leave
E-00502,2002-06-24,SEGRO Paid Parental
E-00502,2002-06-25,Loyalty
E-00502,2002-07-19,Ex-Festività
E-00502,2002-08-12,Other Special
E-00502,2002-08-26,Paternity
E-00502,2002-08-28,Emergency
E-00502,2002-09-10,Kit Day
E-00502,2002-09-25,Moving Day
E-00502,2002-10-15,Other Special
E-00502,2002-10-21,Emergency
E-00502,2002-12-05,Flexible Personal Leave
E-00502,2003-01-10,Parental
E-00502,2003-02-03,Emergency
E-00502,2003-02-17,Loyalty
E-00502,2003-03-07,Maternity
E-00502,2003-03-10,Parental
E-00502,2003-03-25,Loyalty
E-00502,2003-03-26,Loyalty
E-00502,2003-04-30,SEGRO Paid Parental
E-00502,2003-06-24,Paternity
E-00502,2003-07-09,Fertility Support
E-00502,2003-08-13,Emergency
E-00502,2003-09-24,Ex-Festività
E-00502,2003-11-03,Other Special
E-00502,2003-11-05,Sickness
E-00502,2003-11-12,Parental
E-00502,2003-11-13,Other Special
E-00502,2004-02-05,Emergency
E-00502,2004-03-02,Compassionate
E-00502,2004-03-24,Sickness
E-00502,2004-03-26,Fertility Support
E-00502,2004-04-13,Dependants
E-00502,2004-04-14,Emergency
E-00502,2004-05-07,SEGRO Paid Paternity
E-00502,2004-06-09,Paternity
E-00502,2004-06-16,Dependants
E-00502,2004-06-21,Maternity
E-00502,2004-06-25,Time off in Lieu
E-00502,2004-07-22,Article 188
E-00502,2004-07-29,SEGRO Paid Parental
E-00502,2004-08-05,Moving Day
E-00502,2004-10-22,SEGRO Paid Parental
E-00502,2004-11-01,Emergency
E-00502,2004-11-02,Dependants
E-00502,2004-11-11,Other Special
E-00502,2004-11-12,Article 188
E-00502,2004-11-26,SEGRO Paid Parental
E-00502,2004-11-30,Unpaid
E-00502,2005-02-02,Flexible Personal Leave
E-00502,2005-03-08,Unpaid
E-00502,2005-04-21,Maternity
E-00502,2005-05-18,Unpaid
E-00502,2005-06-30,Parental
E-00502,2005-07-05,Compassionate
E-00502,2005-09-09,Paternity
E-00502,2005-09-23,Sickness
E-00502,2005-10-21,SEGRO Paid Paternity
E-00502,2005-10-26,Loyalty
E-00502,2005-12-28,SEGRO Paid Paternity
E-00502,2006-02-01,Parental
E-00502,2006-02-06,Article 188
E-00502,2006-04-18,Parental
E-00502,2006-06-14,Article 188
E-00502,2006-07-17,Flexible Personal Leave
E-00502,2006-08-08,Parental
E-00502,2006-08-18,Emergency
E-00502,2006-09-12,Article 188
E-00502,2006-11-08,SEGRO Paid Paternity
E-00502,2006-11-16,Kit Day
E-00502,2006-11-20,Other Special
E-00502,2006-11-29,Maternity
E-00502,2007-02-02,Kit Day
E-00502,2007-02-08,Flexible Personal Leave
E-00502,2007-04-12,Article 188
E-00502,2007-05-03,Fertility Support
E-00502,2007-06-11,Paternity
E-00502,2007-07-03,Flexible Personal Leave
E-00502,2007-07-11,Paternity
E-00502,2007-08-07,Ex-Festività
E-00502,2007-10-25,Other Special
E-00502,2007-11-09,Emergency
E-00502,2007-12-06,Flexible Personal Leave
E-00502,2007-12-11,SEGRO Paid Parental
E-00502,2007-12-20,Emergency
E-00502,2007-12-31,Flexible Personal Leave
E-00502,2008-01-02,Compassionate
E-00502,2008-01-07,SEGRO Paid Parental
E-00502,2008-02-04,Flexible Personal Leave
E-00502,2008-02-29,Parental
E-00502,2008-03-12,SEGRO Paid Parental
E-00502,2008-04-24,Study
E-00502,2008-04-28,Article 188
E-00502,2008-04-30,SEGRO Paid Paternity
E-00502,2008-05-01,Kit Day
E-00502,2008-05-13,SEGRO Paid Parental
E-00502,2008-05-21,Paternity
E-00502,2008-07-04,Emergency
E-00502,2008-07-11,Maternity
E-00502,2008-08-25,Kit Day
E-00502,2008-10-02,Loyalty
E-00502,2008-10-06,SEGRO Paid Paternity
E-00502,2008-10-09,Loyalty
E-00502,2008-11-07,Emergency
E-00502,2008-12-24,Article 188
E-00502,2009-03-06,Parental
E-00502,2009-03-19,Article 188
E-00502,2009-04-15,SEGRO Paid Paternity
E-00502,2009-04-16,Article 188
E-00502,2009-06-08,Kit Day
E-00502,2009-07-03,Dependants
E-00502,2009-07-15,Other Special
E-00502,2009-07-29,Sickness
E-00502,2009-08-13,SEGRO Paid Paternity
E-00502,2009-08-27,Article 188
E-00502,2009-09-24,Sickness
E-00502,2009-11-06,Maternity
E-00502,2009-11-18,Compassionate
E-00502,2009-12-11,Other Special
E-00502,2010-03-09,Parental
E-00502,2010-04-14,Maternity
E-00502,2010-05-12,Time off in Lieu
E-00502,2010-05-25,Parental
E-00502,2010-05-26,Other Special
E-00502,2010-06-21,Emergency
E-00502,2010-06-30,Moving Day
E-00502,2010-07-16,Ex-Festività
E-00502,2010-07-30,Emergency
E-00502,2010-08-24,SEGRO Paid Paternity
E-00502,2010-09-21,Compassionate
E-00502,2010-10-14,SEGRO Paid Parental
E-00502,2010-10-21,SEGRO Paid Paternity
E-00502,2010-11-08,Emergency
E-00502,2010-12-16,Loyalty
E-00502,2010-12-22,Maternity
E-00502,2011-02-01,Maternity
E-00502,2011-02-04,Fertility Support
E-00502,2011-04-15,Paternity
E-00502,2011-05-05,Maternity
E-00502,2011-06-13,Article 188
E-00502,2011-06-20,Sickness
E-00502,2011-06-30,Flexible Personal Leave
E-00502,2011-11-28,Compassionate
E-00502,2011-12-08,Paternity
E-00502,2011-12-09,Compassionate
E-00502,2011-12-29,Emergency
E-00502,2012-01-06,Fertility Support
E-00502,2012-01-30,Flexible Personal Leave
E-00502,2012-02-07,Fertility Support
E-00502,2012-02-13,Kit Day
E-00502,2012-05-15,Fertility Support
E-00502,2012-05-30,Compassionate
E-00502,2012-06-05,Sickness
E-00502,2012-06-21,Sickness
E-00502,2012-07-04,Emergency
E-00502,2012-08-02,Article 188
E-00502,2012-08-08,Article 188
E-00502,2012-08-09,Article 188
E-00502,2012-09-13,Article 188
E-00502,2012-10-26,Emergency
E-00502,2012-12-28,Article 188
E-00502,2013-01-10,Parental
E-00502,2013-02-08,Article 188
E-00502,2013-02-18,Fertility Support
E-00502,2013-02-25,Parental
E-00502,2013-04-01,Fertility Support
E-00502,2013-05-10,Study
E-00502,2013-05-24,Study
E-00502,2013-06-11,Emergency
E-00502,2013-07-01,Compassionate
E-00502,2013-08-02,Moving Day
E-00502,2013-09-06,Parental
E-00502,2013-09-26,SEGRO Paid Parental
E-00502,2013-10-01,Time off in Lieu
E-00502,2013-11-15,Fertility Support
E-00502,2014-01-02,Flexible Personal Leave
E-00502,2014-01-06,Compassionate
E-00502,2014-01-13,Unpaid
E-00502,2014-03-13,Article 188
E-00502,2014-03-21,Unpaid
E-00502,2014-03-24,Sickness
E-00502,2014-03-25,Paternity
E-00502,2014-03-28,Article 188
E-00502,2014-06-06,Compassionate
E-00502,2014-08-04,Time off in Lieu
E-00502,2014-09-11,Loyalty
E-00502,2014-11-12,SEGRO Paid Parental
E-00502,2014-12-01,Compassionate
E-00502,2014-12-19,Childcare
E-00502,2015-01-08,Dependants
E-00502,2015-02-27,SEGRO Paid Paternity
E-00503,2007-06-25,Compassionate
E-00503,2007-08-03,Parental
E-00503,2007-08-16,Moving Day
E-00503,2007-09-04,Moving Day
E-00503,2007-09-07,SEGRO Paid Parental
E-00503,2007-09-20,Article 188
E-00503,2007-10-10,Emergency
E-00503,2007-10-24,Kit Day
E-00503,2007-11-14,Kit Day
E-00503,2007-12-10,Childcare
E-00503,2007-12-14,Compassionate
E-00503,2008-01-08,Maternity
E-00503,2008-01-10,Dependants
E-00503,2008-01-18,Other Special
E-00503,2008-03-06,Article 188
E-00503,2008-03-07,Other Special
E-00503,2008-04-08,Compassionate
E-00503,2008-04-21,Maternity
E-00503,2008-04-28,Article 188
E-00503,2008-04-30,SEGRO Paid Parental
E-00503,2008-05-27,Kit Day
E-00503,2008-06-02,Parental
E-00503,2008-06-06,Flexible Personal Leave
E-00503,2008-07-24,Other Special
E-00503,2008-09-10,Kit Day
E-00503,2008-09-11,Childcare
E-00503,2008-09-19,Paternity
E-00503,2008-09-23,Sickness
E-00503,2008-10-27,Emergency
E-00503,2008-10-31,SEGRO Paid Paternity
E-00503,2008-11-03,Parental
E-00503,2008-11-26,Sickness
E-00503,2008-12-16,Emergency
E-00503,2008-12-19,Compassionate
E-00503,2009-05-01,Compassionate
E-00503,2009-05-07,Unpaid
E-00503,2009-06-08,SEGRO Paid Paternity
E-00503,2009-06-11,Paternity
E-00503,2009-06-19,Study
E-00503,2009-07-06,Other Special
E-00503,2009-07-09,Sickness
E-00503,2009-07-10,SEGRO Paid Paternity
E-00503,2009-07-13,SEGRO Paid Parental
E-00503,2009-08-21,Flexible Personal Leave
E-00503,2009-09-22,Article 188
E-00503,2009-10-16,Sickness
E-00503,2009-11-03,Parental
E-00503,2009-11-04,Compassionate
E-00503,2009-11-06,Kit Day
E-00503,2009-12-29,Article 188
E-00503,2009-12-30,Compassionate
E-00503,2010-01-13,Unpaid
E-00503,2010-01-20,Time off in Lieu
E-00503,2010-02-11,Childcare
E-00503,2010-03-25,Compassionate
E-00503,2010-04-12,Loyalty
E-00503,2010-05-05,Sickness
E-00503,2010-05-07,Emergency
E-00503,2010-06-22,Childcare
E-00503,2010-07-14,Article 188
E-00503,2010-08-25,Other Special
E-00503,2010-09-02,Parental
